"district","county","spatial.id","sources","time.of.first.protest","city_county","cities","districtcapital","dist_border","protests53","poland","WGTV","dist_Berlin","exits_89","pop_change_80to88","pop_county.1984","sum_im.1984","zersetz.1984","zersetz_and_prevent.1984","percentage_employed_persons.1984","percentage_construction_workers.1984","percentage_farmers.1984","industrial_productivity.1984","available_flats.1984","theater_performances.1984","theater_guests.1984","flats_per_ht.1984","hospital_beds_per_ht.1984","theater_guests_per_ht.1984","theater_perf_per_ht.1984","percentage_female.1984","pop.log.1984","ovs_clean.1984","opks_clean.1984","sum_im_clean.1984","ims_clean.1984","pop_change_yearly.1984","petition_sum.1984","pop_county.1985","sum_im.1985","parrests.1985","zersetz.1985","zersetz_and_prevent.1985","pop.log.1985","ovs_clean.1985","opks_clean.1985","sum_im_clean.1985","ims_clean.1985","pop_change_yearly.1985","petition_sum.1985","pop_county.1986","sum_im.1986","parrests.1986","zersetz.1986","zersetz_and_prevent.1986","pop.log.1986","ovs_clean.1986","opks_clean.1986","sum_im_clean.1986","ims_clean.1986","pop_change_yearly.1986","petition_sum.1986","pop_county.1987","sum_im.1987","parrests.1987","zersetz.1987","zersetz_and_prevent.1987","percentage_employed_persons.1987","percentage_construction_workers.1987","percentage_farmers.1987","industrial_productivity.1987","available_flats.1987","theater_performances.1987","theater_guests.1987","flats_per_ht.1987","hospital_beds_per_ht.1987","theater_guests_per_ht.1987","theater_perf_per_ht.1987","percentage_female.1987","pop.log.1987","ovs_clean.1987","opks_clean.1987","sum_im_clean.1987","ims_clean.1987","pop_change_yearly.1987","petition_sum.1987","pop_county.1988","sum_im.1988","parrests.1988","zersetz.1988","zersetz_and_prevent.1988","pop.log.1988","ovs_clean.1988","opks_clean.1988","sum_im_clean.1988","ims_clean.1988","petition_sum.1988","sum.participants","n.protest.events","OPKs_DVP_86","OPKs_DVP_87","OPKs_DVP_88","ovs.sum","petition.sum","zersetz_and_prevent.sum","parrests.sum","OPKs_DVP_sum","sum.participants_ht","mean.participants_ht","pop_county.1984.log","pop_county.1985.log","pop_county.1986.log","pop_county.1987.log"
"Frankfurt","Frankfurt (Stadt)","Frankfurt (Stadt)Frankfurt","Schwabe",53,0,1,1,211.227591589,1,1,1,76.6375494894,441,0.112851949894241,84836,212,0,4,316.7,8.7,16.1,261,8560,983,171,10090.0561082559,850,201.565373190627,1158.70620962799,0.519807583474816,11.3484752599952,9,33,212,179,0.908744885336378,1603,85593,202,10,0,2,11.3573587830851,7,29,202,166,0.892309868452072,2234,86441,206,5,0,4,11.3672173792721,7,30,206,166,0.990735223674833,1648,87123,200,12,0,0,323.3,8.2,16,308,8218,1087,182,9432.64120840651,810,208.900060833534,1247.66135234094,0.514394045780087,11.3750761922757,4,28,200,161,0.788977452829097,1773,87863,198,21,0,3,11.3835340621779,6,24,198,159,NA,2350,5,30,27,24,33,7258,13,48,81,2770.05045028054,554.010090056108,11.3484752599952,11.3573587830851,11.3672173792721,11.3750761922757
"Karl-Marx-Stadt","Freiberg","FreibergKarl-Marx-Stadt","Schwabe",31,0,2,0,112.261732049,1,0,1,175.275218872,840,-0.038578224787808,82274,NA,NA,NA,971.5,6,5.9,196,25058,2589,911,30456.7664146632,870,1107.27568855288,3146.80214891703,0.535546027208724,11.3178104193773,NA,NA,NA,NA,-1.34420528808682,1977,81467,279,3,NA,1,11.3079533092561,40,55,279,241,-0.980868804239492,1515,81268,272,5,NA,NA,11.3055076141175,NA,NA,272,228,-0.244270686290154,1492,81944,261,12,NA,NA,962.6,5.9,6,216,26486,2527,820,32322.0736112467,940,1000.68339353705,3083.81333593674,0.532388772607739,11.3137913661164,29,60,261,219,0.831815720824925,949,81443,250,10,NA,0,11.3076586680411,26,36,250,210,1145,1200,1,44,52,52,95,7078,1,30,148,1458.54097284683,1458.54097284683,11.3178104193773,11.3079533092561,11.3055076141175,11.3137913661164
"Dresden","Freital","FreitalDresden","Schwabe",59,0,4,0,127.339253396,7,0,1,172.084996373,296,-0.0879354242067887,83311,226,NA,NA,912.4,6,7.9,205,20044,2795,1227,24059.2478784314,970,1472.79470898201,3354.89911296227,0.533535217586362,11.3303358722579,9,23,226,181,-1.75242048657382,NA,82357,222,7,NA,3,11.3188187350291,2,29,222,176,-1.14510688864616,NA,81381,229,7,NA,0,11.3068971095116,4,34,229,178,-1.18508444940928,NA,80666,223,13,NA,1,912.1,5.8,8.1,227,21568,3078,1445,26737.4110529839,970,1791.33711848858,3815.7340143307,0.528839078507953,11.2980724519738,5,35,223,173,-0.878583453140168,NA,79885,229,12,NA,3,11.2883433794617,3,22,229,177,NA,7430,12,48,51,54,23,0,7,39,153,8918.39012855445,743.199177379538,11.3303358722579,11.3188187350291,11.3068971095116,11.2980724519738
"Frankfurt","Fuerstenwalde","FuerstenwaldeFrankfurt","Schwabe",64,0,1,0,180.470842326,3,0,1,45.3237926415,318,0.0390051431039221,106005,362,0,8,316.7,8.7,16.1,261,8560,983,171,8075.09079760389,850,161.313145606339,927.314749304278,0.519807583474816,11.5712415417931,17,73,362,294,-0.48067444633251,1090,105382,362,12,0,7,11.5653471225166,14,66,362,296,-0.587708126975143,1493,105238,342,4,0,4,11.5639797307927,12,55,342,277,-0.136645726974246,1330,105322,296,10,0,1,323.3,8.2,16,308,8218,1087,182,7802.73826930746,810,172.80340289778,1032.07307115323,0.514394045780087,11.5647776031755,9,48,296,238,0.0798190767593455,1337,105858,298,23,0,7,11.5698538523561,12,36,298,235,NA,7100,5,30,27,24,64,5250,27,49,81,6697.7972737135,1339.5594547427,11.5712415417931,11.5653471225166,11.5639797307927,11.5647776031755
"Schwerin","Gadebusch","GadebuschSchwerin","Schwabe",62,0,2,0,8.44157700636,1,0,1,205.86556626,26,-0.0409976493087374,24418,NA,NA,NA,289.3,7.4,21.8,208,6511,1131,270,26664.7555082316,1020,1105.74166598411,4631.82897862233,0.521276595744681,10.1030758442288,NA,NA,NA,NA,-0.667154828736474,523,24259,NA,2,NA,NA,10.0965429615331,NA,NA,NA,NA,-0.651158981079532,618,24250,NA,2,NA,NA,10.0961718963656,NA,NA,NA,NA,-0.0370996331258502,731,24146,NA,2,NA,NA,293.3,7,22.1,230,6158,911,196,25503.1889339849,980,811.728650708192,3772.88163671001,0.517857142857143,10.0918740138923,NA,NA,NA,NA,-0.428865979381443,488,24070,NA,1,NA,NA,10.0887215307771,NA,NA,NA,NA,611,193030,26,16,23,27,0,2971,0,7,66,790523.384388566,30404.7455534064,10.1030758442288,10.0965429615331,10.0961718963656,10.0918740138923
"Leipzig","Geithain","GeithainLeipzig","Schwabe",52,0,3,0,85.6213712093,3,0,1,172.4732202,153,-0.0354749280004307,36466,130,0,0,706.9,6.6,8.3,176,19437,2262,1205,53301.7056984588,1230,3304.44797893929,6203.03844677234,0.535476878612717,10.5041355985992,1,10,130,117,-0.436848140665101,911,36271,128,0,0,0,10.4987738028922,3,10,128,114,-0.53474469368727,NA,35998,147,0,0,0,10.4912186603394,3,8,147,135,-0.752667420253095,NA,35902,144,2,0,0,705,6.5,8.3,189,19031,2048,948,53008.1889588324,1200,2640.52141941953,5704.41758119325,0.530966325036603,10.488548283231,3,20,144,131,-0.266681482304573,1555,35835,137,3,0,0,10.486680348428,1,19,137,125,NA,17270,13,35,28,32,11,2466,0,5,95,47359.183897329,3643.01414594839,10.5041355985992,10.4987738028922,10.4912186603394,10.488548283231
"Magdeburg","Genthin","GenthinMagdeburg","Schwabe",52,0,2,0,71.8539427761,5,0,1,88.4072903891,22,-0.0155504769475358,39973,NA,NA,NA,647.2,7.3,15.3,207,15765,1737,581,39439.1214069497,1080,1453.48109974233,4345.43316738799,0.52705826093887,10.595959505181,NA,18,NA,NA,-0.0874825034993001,615,39866,NA,6,NA,NA,10.5932791092827,NA,16,NA,NA,-0.267680684462012,797,39734,NA,2,NA,NA,10.589962523328,NA,22,NA,NA,-0.331109215873175,1200,39645,NA,7,NA,NA,651.9,7.3,15.3,227,17705,1828,585,44658.847269517,1050,1475.59591373439,4610.92193214781,0.523371218184729,10.5877201157065,NA,28,NA,NA,-0.223989530377007,833,39630,NA,8,NA,NA,10.5873416861845,NA,18,NA,NA,849,46100,12,43,38,42,0,4294,0,23,123,115327.84629625,9610.65385802083,10.595959505181,10.5932791092827,10.589962523328,10.5877201157065
"Gera","Gera (Stadt)","Gera (Stadt)Gera","Schwabe",49,1,1,1,50.9932878115,1,0,1,205.211268148,1568,0.0941032319839009,131313,NA,NA,NA,376.7,6.1,9.7,260,9016,1024,362,6866.0376352684,1050,275.677198754122,779.816164431549,0.527890056588521,11.7853390652907,NA,NA,NA,NA,1.09476407141372,2815,131843,436,10,NA,NA,11.7893670997388,NA,NA,NA,NA,0.403615788231173,2788,132319,459,23,NA,NA,11.7929709527924,NA,NA,NA,NA,0.361035474010755,3744,133993,451,12,NA,NA,379.1,5.9,9.6,297,9145,1018,319,6824.98339465494,1100,238.072138096766,759.74118050943,0.524554776038856,11.8055428387626,NA,NA,NA,NA,1.26512443413266,2506,134834,469,35,NA,NA,11.8117996711761,NA,NA,NA,NA,NA,2500,3,16,13,24,0,11853,0,80,53,1903.84805769421,634.616019231404,11.7853390652907,11.7893670997388,11.7929709527924,11.8055428387626
"Gera","Gera-Land","Gera-LandGera","Schwabe",55,0,4,0,47.6555108211,10,0,1,208.591405298,214,-0.0633555072278368,59754,NA,0,2,376.7,6.1,9.7,260,9016,1024,362,15088.5296381832,1050,605.817183786859,1713.69280717609,0.527890056588521,10.9979914131597,NA,NA,NA,NA,-1.08427552185933,1731,59419,NA,6,0,5,10.9923693195246,NA,NA,NA,NA,-0.560631924222646,2017,59163,NA,5,0,2,10.9880516254782,NA,NA,NA,NA,-0.430838620643229,NA,58886,NA,7,0,6,379.1,5.9,9.6,297,9145,1018,319,15530.0071324254,1100,541.724688380939,1728.76405257616,0.524554776038856,10.983358650385,NA,NA,NA,NA,-0.468198029173639,1450,58574,NA,20,0,2,10.9780461911005,NA,NA,NA,NA,1065,224380,48,16,13,24,0,6263,17,38,53,375506.242259932,7823.04671374859,10.9979914131597,10.9923693195246,10.9880516254782,10.983358650385
"Karl-Marx-Stadt","Glauchau","GlauchauKarl-Marx-Stadt","Schwabe",35,0,3,0,65.200740448,2,0,1,195.204460493,476,-0.0578120577412964,67697,NA,NA,NA,971.5,6,5.9,196,25058,2589,911,37014.9341920617,870,1345.70217291756,3824.39399087109,0.535546027208724,11.1227971447723,NA,NA,NA,NA,-1.36521257685695,1610,67103,191,4,NA,3,11.1139840313493,13,25,191,147,-0.877439177511559,870,67071,190,3,NA,NA,11.1135070387784,NA,NA,190,141,-0.047687882807028,NA,66651,198,3,NA,NA,962.6,5.9,6,216,26486,2527,820,39738.3385095497,940,1230.28911794272,3791.39097687957,0.532388772607739,11.1072253292452,14,30,198,147,-0.626202084358366,NA,66575,199,13,NA,0,11.1060844106821,9,29,199,145,NA,8700,6,44,52,52,36,2480,3,23,148,12851.3818928461,2141.89698214101,11.1227971447723,11.1139840313493,11.1135070387784,11.1072253292452
"Dresden","Goerlitz (Stadt)","Goerlitz (Stadt)Dresden","Schwabe",54,1,1,0,218.222698166,1,1,0,186.833828488,726,-0.0480576986765121,79633,275,NA,NA,912.4,6,7.9,205,20044,2795,1227,25170.4695289641,970,1540.81850489119,3509.85144349704,0.533535217586362,11.2851838587852,14,21,275,216,-0.726787673282138,NA,79277,319,8,NA,2,11.2807033277228,7,31,319,235,-0.447050845754901,1553,78856,333,5,NA,4,11.2753786833453,6,28,333,251,-0.53104935857815,2943,78484,313,4,NA,1,912.1,5.8,8.1,227,21568,3078,1445,27480.760409765,970,1841.13959533153,3921.81845981346,0.528839078507953,11.27065006134,8,34,313,241,-0.47174596733286,1827,77609,301,9,NA,1,11.2594386788277,5,33,301,238,1570,5580,5,48,51,54,40,7893,8,26,153,7007.14527896726,1401.42905579345,11.2851838587852,11.2807033277228,11.2753786833453,11.27065006134
"Dresden","Goerlitz-Land","Goerlitz-LandDresden","Schwabe",31,0,2,0,212.383479844,37,1,0,184.202777921,126,-0.0822674877625138,29762,NA,NA,NA,912.4,6,7.9,205,20044,2795,1227,67347.6244876016,970,4122.70680733822,9391.16994825617,0.533535217586362,10.30098769099,NA,NA,NA,NA,-1.21809552258621,NA,29479,NA,1,NA,NA,10.2914334244254,NA,NA,NA,NA,-0.950876957193737,NA,29257,NA,0,NA,NA,10.2838741402678,NA,NA,NA,NA,-0.753078462634418,NA,28994,NA,0,NA,NA,912.1,5.8,8.1,227,21568,3078,1445,74387.8043733186,970,4983.78974960337,10615.9895150721,0.528839078507953,10.2748441910108,NA,NA,NA,NA,-0.898930170557473,NA,29060,NA,3,NA,NA,10.2771179371243,NA,NA,NA,NA,NA,43500,18,48,51,54,0,0,0,4,153,146159.532289497,8119.97401608315,10.30098769099,10.2914334244254,10.2838741402678,10.2748441910108
"Erfurt","Gotha","GothaErfurt","Schwabe",46,0,5,0,34.3526036086,4,0,1,262.532422787,460,-0.0208469498910675,145158,344,0,1,637.4,6.4,11.4,223,14197,2331,823,9780.37724410642,1050,566.968406839444,1605.83639895838,0.525988198205481,11.8855780833318,7,59,344,305,-0.32684675281871,1670,144561,391,13,NA,3,11.8814568427851,8,46,391,350,-0.411275988922416,1693,143961,414,14,NA,NA,11.8772977085428,10,45,414,370,-0.415049702201839,1735,143791,458,11,NA,NA,645.9,6.2,11.3,258,14027,2366,777,9755.13071054517,1030,540.367616888401,1645.44373430882,0.52273645101365,11.8761161353842,8,57,458,410,-0.118087537596988,1852,143818,NA,35,NA,NA,11.8763038902881,NA,NA,NA,NA,1851,47115,19,31,38,24,33,8801,4,73,93,32457.7357086761,1708.301879404,11.8855780833318,11.8814568427851,11.8772977085428,11.8761161353842
"Halle","Graefenhainichen","GraefenhainichenHalle","Schwabe",56,0,3,0,106.787110825,4,0,1,106.883765038,63,-0.000681061446877207,39350,NA,NA,NA,927.2,6.2,9.6,190,21290,3497,1068,54104.1931385006,960,2714.1041931385,8886.9123252859,0.527598844957797,10.5802512538455,1,38,NA,NA,-0.397397929480852,979,39084,NA,2,0,1,10.5734684550642,NA,NA,NA,NA,-0.675984752223634,774,39458,NA,2,NA,NA,10.5829920940549,4,25,NA,NA,0.956913314911473,913,39527,176,3,NA,NA,925.5,6.1,9.8,199,20420,3625,1202,51660.8900245402,940,3040.95934424571,9170.94644167278,0.524277846465101,10.584739261683,5,25,176,157,0.174869481473972,721,39617,160,1,NA,NA,10.587013598052,NA,NA,160,149,707,10370,8,91,71,61,10,4094,1,8,223,26353.2401524778,3294.15501905972,10.5802512538455,10.5734684550642,10.5829920940549,10.584739261683
"Potsdam","Gransee","GranseePotsdam","Schwabe",64,0,3,0,107.145846465,6,0,1,59.6293391437,46,-0.0323241219861279,44366,195,NA,NA,538.2,7.5,16.2,213,11411,920,104,25720.146057792,1180,234.413740251544,2073.6600099175,0.523049487293803,10.7002286893062,5,36,195,187,-0.085577875867039,1358,44317,182,1,0,0,10.6991236295994,4,23,182,177,-0.110444935310824,1111,44056,108,2,1,2,10.6932168309423,3,20,108,105,-0.588938781957262,1114,44050,119,1,0,0,547.7,7.2,16.4,233,11051,1036,319,25087.4006810443,1130,724.177071509648,2351.87287173666,0.519415746348415,10.6930806313643,1,26,119,115,-0.0136190303250409,895,43947,120,4,0,0,10.6907396413979,NA,26,120,114,815,3410,9,36,65,55,13,5293,2,8,156,7686.06590632466,854.007322924963,10.7002286893062,10.6991236295994,10.6932168309423,10.6930806313643
"Rostock","Greifswald (Stadt)","Greifswald (Stadt)Rostock","Schwabe",45,1,1,0,141.54675244,1,0,0,173.975416885,184,0.121727470442987,63847,406,NA,NA,458.3,7.9,14.5,202,10040,2581,663,15725.0927999749,1060,1038.41997274735,4042.47654549157,0.518440111420613,11.0642448752355,NA,35,406,351,1.3589242907717,1424,65275,383,2,NA,2,11.0863643935673,7,35,383,325,2.23659686437891,2246,67298,388,3,NA,0,11.1168857975092,7,27,388,329,3.09919571045576,2892,68113,353,5,NA,NA,468.5,7.4,14.6,233,10155,2531,564,14909.0481993158,1030,828.035764097896,3715.8838988152,0.513134851138354,11.1289233696609,6,27,353,298,1.21103153139766,2412,68597,359,10,NA,NA,11.1360040809793,8,19,359,304,1908,0,1,30,26,20,28,10882,2,20,76,0,0,11.0642448752355,11.0863643935673,11.1168857975092,11.1289233696609
"Gera","Greiz","GreizGera","Schwabe",50,0,3,0,33.6131900724,4,0,1,221.767145701,270,-0.0610995244848586,57873,NA,0,0,376.7,6.1,9.7,260,9016,1024,362,15578.9400929622,1050,625.507576935704,1769.39159884575,0.527890056588521,10.966006233556,NA,NA,NA,NA,-1.11067443569195,NA,57304,145,8,0,0,10.9561257082943,NA,NA,145,123,-0.983187323967999,NA,56748,160,4,0,3,10.9463756924319,NA,NA,160,125,-0.970263855926288,NA,56547,161,2,0,1,379.1,5.9,9.6,297,9145,1018,319,16172.3875714008,1100,564.132491555697,1800.27233982351,0.524554776038856,10.9428274297392,NA,NA,161,119,-0.354197504757877,NA,56273,167,12,0,2,10.9379701253833,NA,NA,167,125,NA,40778,11,16,13,24,0,0,6,26,53,70461.1822438788,6405.5620221708,10.966006233556,10.9561257082943,10.9463756924319,10.9428274297392
"Rostock","Grevesmuehlen","GrevesmuehlenRostock","Schwabe",55,0,4,0,6.94946168189,0,0,1,218.266472792,42,-0.0284675106665734,41851,255,NA,NA,458.3,7.9,14.5,202,10040,2581,663,23989.8688203388,1060,1584.1915366419,6167.11667582615,0.518440111420613,10.6418709704947,NA,21,255,219,-0.36662302106892,1265,41810,263,5,NA,0,10.6408908243506,1,17,263,226,-0.0979665957802681,1554,41623,270,3,NA,0,10.6364081780804,1,13,270,224,-0.447261420712748,1740,41650,275,11,NA,NA,468.5,7.4,14.6,233,10155,2531,564,24381.7527010804,1030,1354.14165666267,6076.83073229292,0.513134851138354,10.637056647595,2,10,275,228,0.0648679816447637,NA,41670,267,5,NA,NA,10.6375367244165,2,4,267,217,NA,71300,16,30,26,20,6,4559,0,24,76,170366.299491052,10647.8937181907,10.6418709704947,10.6408908243506,10.6364081780804,10.637056647595
"Leipzig","Grimma","GrimmaLeipzig","Schwabe",50,0,6,0,105.296748151,4,0,1,151.819524093,233,-0.0177168317427823,65787,201,0,0,706.9,6.6,8.3,176,19437,2262,1205,29545.350905194,1230,1831.66887074954,3438.36928268503,0.535476878612717,11.0941775294051,1,21,201,192,-0.484063714886472,1124,65854,200,0,0,0,11.095195449442,2,30,200,191,0.101843829327983,NA,65384,197,5,0,0,11.088032859196,1,15,197,190,-0.713700003037021,NA,65012,196,2,0,0,705,6.5,8.3,189,19031,2048,948,29273.0572817326,1200,1458.19233372301,3150.1876576632,0.530966325036603,11.0823271472231,2,21,196,190,-0.568946531261471,1797,65257,203,12,0,0,11.0860885991244,2,21,203,198,NA,9670,7,35,28,32,8,2921,0,19,95,14698.9526806208,2099.85038294583,11.0941775294051,11.095195449442,11.088032859196,11.0823271472231
"Rostock","Grimmen","GrimmenRostock","Schwabe",64,0,1,0,117.660476658,0,0,0,179.513203449,32,-0.0344916051423848,34286,180,NA,NA,458.3,7.9,14.5,202,10040,2581,663,29283.0893075891,1060,1933.73388555095,7527.85393455055,0.518440111420613,10.4424923865674,NA,14,180,166,-0.666357631243481,979,34180,179,1,NA,2,10.4393959566696,NA,14,179,162,-0.309164090299248,1031,34021,175,0,NA,0,10.4347332599917,1,22,175,159,-0.465184318314804,1204,33925,170,2,NA,NA,468.5,7.4,14.6,233,10155,2531,564,29933.677229182,1030,1662.49078850405,7460.57479734709,0.513134851138354,10.4319074847031,1,12,170,152,-0.282178654360542,958,33871,164,4,NA,NA,10.4303144700291,NA,16,164,149,874,2400,7,30,26,20,2,5046,2,7,76,6999.94166715277,999.99166673611,10.4424923865674,10.4393959566696,10.4347332599917,10.4319074847031
"Dresden","Grossenhain","GrossenhainDresden","Schwabe",53,0,1,0,152.150262099,5,0,1,136.967464827,86,0.00566565522472976,42317,265,NA,NA,912.4,6,7.9,205,20044,2795,1227,47366.3066852565,970,2899.54391851974,6604.91055604131,0.533535217586362,10.6529441755507,4,14,265,214,0.0236367504195523,NA,42169,255,3,NA,0,10.649440632919,5,14,255,205,-0.349741238745658,NA,42269,257,3,NA,0,10.6518092358407,5,21,257,207,0.237141027769214,NA,42244,192,2,NA,0,912.1,5.8,8.1,227,21568,3078,1445,51055.7712337847,970,3420.60410945933,7286.24183315974,0.528839078507953,10.6512176108664,3,18,192,160,-0.05914499988171,NA,42423,190,6,NA,1,10.6554459469759,4,19,190,162,NA,82550,22,48,51,54,21,0,1,14,153,195075.265259825,8867.05751181021,10.6529441755507,10.649440632919,10.6518092358407,10.6512176108664
"Cottbus","Guben","GubenCottbus","Schwabe",34,0,1,0,234.804888595,2,1,1,101.059998973,93,-0.0570900793219602,43386,NA,NA,NA,456.9,6.9,11,221,9681,763,260,22313.6495643756,790,599.271654450744,1758.63181671507,0.520656479909451,10.677892087403,NA,NA,NA,NA,-0.0414708321813658,778,43252,NA,3,NA,NA,10.6747987540654,NA,NA,NA,NA,-0.308855391139999,642,43111,NA,5,NA,NA,10.6715334639463,NA,NA,NA,NA,-0.325996485711643,1166,43382,NA,9,NA,NA,462.2,6.6,10.8,248,9015,724,291,20780.5080448112,760,670.78511825181,1668.89493338251,0.516668550118657,10.6777998875136,NA,NA,NA,NA,0.628609867551205,599,43388,NA,21,NA,NA,10.6779381841601,NA,NA,NA,NA,NA,2950,4,48,39,30,0,3185,0,38,117,6799.42838703729,1699.85709675932,10.677892087403,10.6747987540654,10.6715334639463,10.6777998875136
"Schwerin","Guestrow","GuestrowSchwerin","Schwabe",54,0,3,0,87.1139512011,2,0,1,159.7599538,113,0.031423448040304,71314,NA,NA,NA,289.3,7.4,21.8,208,6511,1131,270,9130.04459152481,1020,378.607286086883,1585.94385394172,0.521276595744681,11.1748479405638,NA,NA,NA,NA,0.471970582848448,1250,71747,NA,8,NA,NA,11.180901320901,NA,NA,NA,NA,0.607173906946743,1476,71845,NA,2,NA,NA,11.1822662996633,NA,NA,NA,NA,0.136591076978828,NA,72107,NA,8,NA,NA,293.3,7,22.1,230,6158,911,196,8540.08626069591,980,271.818270070867,1263.40022466612,0.517857142857143,11.185906405939,NA,NA,NA,NA,0.364673950866449,NA,72474,NA,9,NA,NA,11.1909831558333,NA,NA,NA,NA,1201,485250,43,16,23,27,0,3927,0,27,66,680441.428050593,15824.2192569905,11.1748479405638,11.180901320901,11.1822662996633,11.185906405939
"Schwerin","Hagenow","HagenowSchwerin","Schwabe",53,0,5,0,18.8399078855,1,0,1,188.332827986,104,0.00498985350123704,73040,NA,NA,NA,289.3,7.4,21.8,208,6511,1131,270,8914.29353778751,1020,369.660460021906,1548.46659364732,0.521276595744681,11.1987625152689,NA,NA,NA,426,-0.0588372124844355,1289,72866,NA,13,NA,NA,11.1963774168838,NA,NA,NA,NA,-0.238225629791895,NA,72683,NA,10,NA,NA,11.1938627984882,NA,NA,NA,NA,-0.251145939121126,NA,72441,NA,11,NA,NA,293.3,7,22.1,230,6158,911,196,8500.71092337212,980,270.565011526622,1257.57513010588,0.517857142857143,11.19052771643,NA,NA,NA,NA,-0.332952684946961,NA,72305,NA,11,NA,NA,11.1886485620489,NA,NA,NA,NA,NA,1500,1,16,23,27,0,1289,0,45,66,2053.66922234392,2053.66922234392,11.1987625152689,11.1963774168838,11.1938627984882,11.19052771643
"Karl-Marx-Stadt","Hainichen","HainichenKarl-Marx-Stadt","Schwabe",34,0,3,0,101.684433514,0,0,1,172.41917805,456,-0.0548853089271113,67183,NA,NA,NA,971.5,6,5.9,196,25058,2589,911,37298.1260140214,870,1355.99779706176,3853.65345399878,0.535546027208724,11.1151755183169,NA,NA,NA,NA,-0.16939833870752,NA,66884,216,1,NA,0,11.1107150545826,10,51,216,176,-0.445053064019171,NA,66510,226,2,NA,NA,11.1051075912785,NA,NA,226,183,-0.559177082710364,NA,66074,232,4,NA,NA,962.6,5.9,6,216,26486,2527,820,40085.3588400884,940,1241.03278142689,3824.4998032509,0.532388772607739,11.0985306050409,10,56,232,190,-0.655540520222523,NA,65883,234,13,NA,0,11.0956357205954,13,44,234,193,NA,1550,3,44,52,52,33,0,0,20,148,2307.13126832681,769.043756108936,11.1151755183169,11.1107150545826,11.1051075912785,11.0985306050409
"Magdeburg","Halberstadt","HalberstadtMagdeburg","Schwabe",38,0,5,0,11.3166750128,5,0,1,180.266882424,112,-0.0374539061830032,90621,NA,NA,NA,647.2,7.3,15.3,207,15765,1737,581,17396.6299202172,1080,641.131746504673,1916.77425762241,0.52705826093887,11.4144412532518,NA,53,NA,NA,-0.607622703591993,1669,90198,NA,9,0,NA,11.4097625328559,NA,44,NA,NA,-0.466779223358824,1901,89886,NA,11,NA,NA,11.4062974797454,NA,43,NA,NA,-0.345905674183463,2719,89909,NA,3,NA,NA,651.9,7.3,15.3,227,17705,1828,585,19692.1331568586,1050,650.657887419502,2033.16686872282,0.523371218184729,11.4065533266836,NA,46,NA,NA,0.0255879669803974,2123,89794,NA,14,NA,NA,11.4052734369133,NA,49,NA,NA,1759,111330,33,43,38,42,0,10171,0,37,123,122852.318998908,3722.79754542144,11.4144412532518,11.4097625328559,11.4062974797454,11.4065533266836
"Halle","Halle (Stadt)","Halle (Stadt)Halle","Schwabe",34,0,1,1,89.8480697823,1,0,1,152.211285691,1994,0.0161302126157462,236456,NA,NA,NA,927.2,6.2,9.6,190,21290,3497,1068,9003.78928849342,960,451.669655242413,1478.92208275535,0.527598844957797,12.3735174230937,29,141,NA,NA,0.134242967066008,NA,235169,NA,23,1,1,12.3680596835988,NA,NA,NA,NA,-0.54428730926684,6766,236148,NA,23,NA,NA,12.3722140060951,31,75,NA,NA,0.416296365592404,7571,235421,355,34,NA,NA,925.5,6.1,9.8,199,20420,3625,1202,8673.82264114076,940,510.574672607796,1539.79466572651,0.524277846465101,12.3691306796849,38,102,355,328,-0.307857784101496,NA,236044,372,75,NA,NA,12.3717735073078,NA,NA,372,343,NA,4000,2,91,71,61,98,14337,1,155,223,1691.64664884799,845.823324423994,12.3735174230937,12.3680596835988,12.3722140060951,12.3691306796849
"Erfurt","Heiligenstadt","HeiligenstadtErfurt","Schwabe",50,0,1,0,7.56323250304,1,0,1,262.642773462,197,0.0439987524890243,42862,175,0,0,637.4,6.4,11.4,223,14197,2331,823,33122.5794409967,1050,1920.11572021838,5438.38364985302,0.525988198205481,10.6657409314946,3,28,175,149,0.154220020562669,1555,43009,NA,0,NA,0,10.6691646751006,5,45,NA,NA,0.342961131071812,1261,43220,197,8,NA,NA,10.6740586300609,4,34,197,162,0.490594991745914,1138,43528,213,1,NA,NA,645.9,6.2,11.3,258,14027,2366,777,32225.2343319243,1030,1785.05789376953,5435.58169454144,0.52273645101365,10.6811596881658,3,NA,213,178,0.712633040259139,1287,43517,NA,11,NA,NA,10.6809069453302,NA,NA,NA,NA,NA,45480,14,31,38,24,15,5241,0,20,93,106107.974429565,7579.14103068319,10.6657409314946,10.6691646751006,10.6740586300609,10.6811596881658
