"district","county","spatial.id","sources","time.of.first.protest","city_county","cities","districtcapital","dist_border","protests53","poland","WGTV","dist_Berlin","exits_89","pop_change_80to88","pop_county.1984","sum_im.1984","zersetz.1984","zersetz_and_prevent.1984","percentage_employed_persons.1984","percentage_construction_workers.1984","percentage_farmers.1984","industrial_productivity.1984","available_flats.1984","theater_performances.1984","theater_guests.1984","flats_per_ht.1984","hospital_beds_per_ht.1984","theater_guests_per_ht.1984","theater_perf_per_ht.1984","percentage_female.1984","pop.log.1984","ovs_clean.1984","opks_clean.1984","sum_im_clean.1984","ims_clean.1984","pop_change_yearly.1984","petition_sum.1984","pop_county.1985","sum_im.1985","parrests.1985","zersetz.1985","zersetz_and_prevent.1985","pop.log.1985","ovs_clean.1985","opks_clean.1985","sum_im_clean.1985","ims_clean.1985","pop_change_yearly.1985","petition_sum.1985","pop_county.1986","sum_im.1986","parrests.1986","zersetz.1986","zersetz_and_prevent.1986","pop.log.1986","ovs_clean.1986","opks_clean.1986","sum_im_clean.1986","ims_clean.1986","pop_change_yearly.1986","petition_sum.1986","pop_county.1987","sum_im.1987","parrests.1987","zersetz.1987","zersetz_and_prevent.1987","percentage_employed_persons.1987","percentage_construction_workers.1987","percentage_farmers.1987","industrial_productivity.1987","available_flats.1987","theater_performances.1987","theater_guests.1987","flats_per_ht.1987","hospital_beds_per_ht.1987","theater_guests_per_ht.1987","theater_perf_per_ht.1987","percentage_female.1987","pop.log.1987","ovs_clean.1987","opks_clean.1987","sum_im_clean.1987","ims_clean.1987","pop_change_yearly.1987","petition_sum.1987","pop_county.1988","sum_im.1988","parrests.1988","zersetz.1988","zersetz_and_prevent.1988","pop.log.1988","ovs_clean.1988","opks_clean.1988","sum_im_clean.1988","ims_clean.1988","petition_sum.1988","sum.participants","n.protest.events","OPKs_DVP_86","OPKs_DVP_87","OPKs_DVP_88","ovs.sum","petition.sum","zersetz_and_prevent.sum","parrests.sum","OPKs_DVP_sum","sum.participants_ht","mean.participants_ht","pop_county.1984.log","pop_county.1985.log","pop_county.1986.log","pop_county.1987.log"
"Neubrandenburg","Neubrandenburg (Stadt)","Neubrandenburg (Stadt)Neubrandenburg","Schwabe",31,1,1,1,123.795957246,1,0,0,114.359992684,209,0.188546880542309,83673,320,NA,NA,302.8,8.7,26.8,218,6959,713,168,8316.90031431884,950,200.781614140762,852.12673144264,0.515723270440252,11.3346716237921,NA,NA,NA,NA,1.4833232261977,1775,84654,309,4,NA,2,11.3463276398412,NA,NA,NA,NA,1.17242121114338,1276,87235,316,9,NA,NA,11.376360905514,NA,NA,NA,NA,3.04888132870272,1788,88871,288,6,NA,0,307,8.1,27.1,239,7629,775,175,8584.35260096094,930,196.9146290691,872.050500163158,0.51241134751773,11.3949411590603,NA,NA,NA,NA,1.8753940505531,1267,90471,240,12,NA,0,11.4127846363466,NA,NA,NA,NA,1351,40520,42,14,12,14,0,7457,2,31,40,48426.6131249029,1153.01459821197,11.3346716237921,11.3463276398412,11.376360905514,11.3949411590603
"Neubrandenburg","Neubrandenburg-Land","Neubrandenburg-LandNeubrandenburg","Schwabe",56,0,2,0,136.718347862,1,0,1,120.030323938,21,-0.0249740969666655,27627,NA,NA,NA,302.8,8.7,26.8,218,6959,713,168,25189.1265790712,950,608.100770984906,2580.80862923951,0.515723270440252,10.2265488343895,NA,NA,NA,NA,0.286772179468564,NA,27549,NA,1,NA,NA,10.2237215162816,NA,NA,NA,NA,-0.282332500814421,NA,27456,NA,0,NA,NA,10.2203400022877,NA,NA,NA,NA,-0.337580311445062,NA,27378,NA,0,NA,NA,307,8.1,27.1,239,7629,775,175,27865.4394039009,930,639.199357148075,2830.74001022719,0.51241134751773,10.2174950501555,NA,NA,NA,NA,-0.284090909090909,NA,27290,NA,1,NA,NA,10.2142756137024,NA,NA,NA,NA,NA,6250,9,14,12,14,0,0,0,2,40,22622.796539617,2513.64405995745,10.2265488343895,10.2237215162816,10.2203400022877,10.2174950501555
"Suhl","Neuhaus","NeuhausSuhl","Schwabe",58,0,4,0,9.202053367,1,0,1,271.782351832,52,-0.021587979479701,37636,187,NA,1,296.5,5.9,7.9,223,5557,456,211,14765.1185035604,900,560.633436071846,1211.60590923584,0.524077775758677,10.5357163181267,3,19,187,176,-0.560135277953921,849,37470,172,2,NA,NA,10.5312958917877,4,15,172,163,-0.441067063449888,841,37651,NA,2,NA,NA,10.5361147933003,4,15,NA,NA,0.48305310915399,1025,37508,NA,1,NA,NA,297.4,5.7,8,251,5668,453,182,15111.442892183,890,485.229817638904,1207.74234829903,0.518127163417745,10.5323095225395,7,21,NA,173,-0.379803989269873,NA,37572,NA,4,NA,NA,10.5340143711144,NA,NA,NA,176,932,7400,6,23,23,23,18,3647,1,9,69,19662.0257200553,3277.00428667588,10.5357163181267,10.5312958917877,10.5361147933003,10.5323095225395
"Potsdam","Neuruppin","NeuruppinPotsdam","Schwabe",34,0,5,0,81.5255174933,2,0,1,63.5170277575,162,0.0174450271557292,64752,233,NA,NA,538.2,7.5,16.2,213,11411,920,104,17622.6216950828,1180,160.612799604645,1420.80553496417,0.523049487293803,11.0783198671156,4,24,233,226,0.182566451093852,1690,64917,226,1,0,0,11.0808648098399,7,12,226,218,0.254818383988139,1637,64996,234,5,2,4,11.0820810085227,7,20,234,225,0.121693855230525,1492,65166,233,6,0,0,547.7,7.2,16.4,233,11051,1036,319,16958.229751711,1130,489.519074363932,1589.78608476813,0.519415746348415,11.0846931395081,8,27,233,225,0.26155455720352,1412,65380,240,10,2,3,11.0879716802782,NA,36,240,228,1386,2000,3,36,65,55,26,7617,7,22,156,3088.70768470472,1029.56922823491,11.0783198671156,11.0808648098399,11.0820810085227,11.0846931395081
"Neubrandenburg","Neustrelitz","NeustrelitzNeubrandenburg","Schwabe",52,0,4,0,103.818825465,1,0,1,93.1573771975,134,-0.0278343396426864,55499,200,NA,NA,302.8,8.7,26.8,218,6959,713,168,12538.96466603,950,302.708156903728,1284.70783257356,0.515723270440252,10.9241202815542,3,12,200,187,0.0162191385835286,1422,55434,214,3,NA,1,10.9229484028988,4,15,214,200,-0.117119227373466,966,55176,215,5,NA,NA,10.9182833551111,5,10,215,199,-0.465418335317675,1635,55037,215,4,NA,0,307,8.1,27.1,239,7629,775,175,13861.5840252921,930,317.967912495231,1408.14361247888,0.51241134751773,10.9157609653078,3,13,215,202,-0.251921125126867,1035,54905,196,5,NA,1,10.9133596980318,4,4,196,184,NA,6700,6,14,12,14,19,5058,2,17,40,12072.2895908034,2012.04826513391,10.9241202815542,10.9229484028988,10.9182833551111,10.9157609653078
"Dresden","Niesky","NieskyDresden","Schwabe",64,0,2,0,218.633545088,7,1,0,165.618136898,153,-0.00702813792403522,39495,257,NA,NA,912.4,6,7.9,205,20044,2795,1227,50750.7279402456,970,3106.72236992024,7076.84517027472,0.533535217586362,10.5839293605985,3,16,257,202,-0.325560266505148,549,39359,265,0,NA,0,10.5804799443394,2,19,265,208,-0.344347385745031,438,39243,259,0,NA,0,10.5775283633563,1,14,259,208,-0.294722935033919,629,39301,263,0,NA,1,912.1,5.8,8.1,227,21568,3078,1445,54879.0107121956,970,3676.75122770413,7831.86178468741,0.528839078507953,10.5790052428262,1,10,263,217,0.147797059348164,428,39136,264,0,NA,0,10.5747980384869,1,15,264,219,357,16600,12,48,51,54,8,2401,1,0,153,42030.636789467,3502.55306578892,10.5839293605985,10.5804799443394,10.5775283633563,10.5790052428262
"Erfurt","Nordhausen","NordhausenErfurt","Schwabe",37,0,4,0,8.44878564948,3,0,1,216.093589319,305,-0.0173215947319447,110034,321,0,0,637.4,6.4,11.4,223,14197,2331,823,12902.3756293509,1050,747.950633440573,2118.43611974481,0.525988198205481,11.6085446879249,4,56,321,277,-0.453250101777717,1741,109758,337,12,NA,2,11.6060332212194,6,47,337,293,-0.250831561153825,1700,109637,355,10,NA,NA,11.6049301877658,7,56,355,306,-0.110242533573863,1887,109576,368,4,NA,NA,645.9,6.2,11.3,258,14027,2366,777,12801.1608381397,1030,709.096882529021,2159.23194860188,0.52273645101365,11.6043736514147,6,NA,368,314,-0.0556381513540137,NA,109832,NA,16,NA,NA,11.6067072045774,NA,NA,NA,NA,1563,5970,11,31,38,24,23,6891,2,42,93,5425.59572495774,493.235974996158,11.6085446879249,11.6060332212194,11.6049301877658,11.6043736514147
"Karl-Marx-Stadt","Oelsnitz","OelsnitzKarl-Marx-Stadt","Schwabe",50,0,3,0,6.81331086783,2,0,1,256.010404592,127,-0.0476799598695761,38727,NA,NA,NA,971.5,6,5.9,196,25058,2589,911,64704.2115320061,870,2352.36398378392,6685.25834688977,0.535546027208724,10.5642923101748,NA,NA,NA,NA,-0.938762981531693,1772,38392,189,3,NA,0,10.5556043835381,9,23,189,139,-0.86502956593591,1486,38047,179,2,NA,NA,10.5465775165547,NA,NA,179,130,-0.898624713481975,1548,37830,170,2,NA,NA,962.6,5.9,6,216,26486,2527,820,70013.2170235263,940,2167.59185831351,6679.88369019297,0.532388772607739,10.5408577176271,4,34,170,127,-0.570347202144716,865,37969,154,5,NA,0,10.5445253162975,2,18,154,115,792,6020,14,44,52,52,15,6463,0,12,148,15544.7104087587,1110.33645776848,10.5642923101748,10.5556043835381,10.5465775165547,10.5408577176271
"Potsdam","Oranienburg","OranienburgPotsdam","Schwabe",57,0,2,0,112.657194803,11,0,1,30.3292335757,456,0.0117443173905643,130506,342,NA,NA,538.2,7.5,16.2,213,11411,920,104,8743.65929535807,1180,79.6898226901445,704.94843148974,0.523049487293803,11.7791744816995,14,46,342,316,-0.258322888325028,2112,130392,328,11,NA,0,11.7783005768995,11,44,328,317,-0.0873523056411199,1871,130621,323,11,NA,7,11.7800552792228,14,42,323,309,0.175624271427695,2180,130388,334,15,NA,1,547.7,7.2,16.4,233,11051,1036,319,8475.4732030555,1130,244.654416050557,794.551645856981,0.519415746348415,11.7782698997003,18,56,334,317,-0.178378668054907,1968,130772,351,33,NA,4,11.7812106278113,NA,57,351,330,2047,22985,9,36,65,55,57,10178,12,70,156,17612.217062817,1956.91300697967,11.7791744816995,11.7783005768995,11.7800552792228,11.7782698997003
"Leipzig","Oschatz","OschatzLeipzig","Schwabe",57,0,3,0,126.957379685,2,0,1,136.154772623,74,-0.0244520988682388,52179,243,0,0,706.9,6.6,8.3,176,19437,2262,1205,37250.6180647387,1230,2309.35817091167,4335.07732996033,0.535476878612717,10.8624353940763,3,50,243,223,-0.533750166796927,2204,51983,235,2,0,0,10.8586720210356,6,30,235,211,-0.3756300427375,2171,51795,237,2,0,0,10.8550488984922,3,18,237,212,-0.361656695458131,2168,51658,239,2,0,0,705,6.5,8.3,189,19031,2048,948,36840.3732238956,1200,1835.14654071005,3964.53598668164,0.530966325036603,10.8524003512275,7,23,239,210,-0.264504295781446,1824,51546,236,8,0,0,10.8502298918661,6,23,236,210,1757,539000,32,35,28,32,25,10124,0,14,95,1032982.61752812,32280.7067977539,10.8624353940763,10.8586720210356,10.8550488984922,10.8524003512275
"Magdeburg","Oschersleben","OscherslebenMagdeburg","Schwabe",64,0,3,0,11.1763917739,2,0,1,162.772647242,17,-0.0610796691336526,44200,NA,NA,NA,647.2,7.3,15.3,207,15765,1737,581,35667.4208144796,1080,1314.47963800905,3929.86425339367,0.52705826093887,10.6964800680658,NA,17,NA,NA,-1.28419877163596,927,43768,NA,1,NA,NA,10.6866582357437,NA,13,NA,NA,-0.97737556561086,773,43265,NA,1,NA,NA,10.6750992730408,NA,24,NA,NA,-1.14924145494425,1026,43300,NA,7,NA,NA,651.9,7.3,15.3,227,17705,1828,585,40889.1454965358,1050,1351.03926096998,4221.70900692841,0.523371218184729,10.6759079139906,NA,24,NA,NA,0.0808967987981047,909,43134,NA,3,NA,NA,10.6720668282119,NA,25,NA,NA,953,69680,33,43,38,42,0,4588,0,12,123,157647.058823529,4777.18360071301,10.6964800680658,10.6866582357437,10.6750992730408,10.6759079139906
"Magdeburg","Osterburg","OsterburgMagdeburg","Schwabe",64,0,4,0,18.9383504523,2,0,1,119.154491062,50,-0.013210068569676,44232,NA,NA,NA,647.2,7.3,15.3,207,15765,1737,581,35641.6169289202,1080,1313.5286670284,3927.0211611503,0.52705826093887,10.6972037880178,NA,31,NA,NA,-0.0610045414491968,1315,44223,NA,2,NA,NA,10.6970002947154,NA,29,NA,NA,-0.0203472599023332,906,44089,NA,2,NA,NA,10.6939655972148,NA,21,NA,NA,-0.303009746059743,1663,44088,NA,6,NA,NA,651.9,7.3,15.3,227,17705,1828,585,40158.319724188,1050,1326.89167120305,4146.25294864816,0.523371218184729,10.6939429155631,NA,25,NA,NA,-0.00226813944521309,1076,45044,NA,15,NA,NA,10.7153950688169,NA,24,NA,NA,1136,53300,23,43,38,42,0,6096,0,25,123,120500.994754929,5239.17368499689,10.6972037880178,10.6970002947154,10.6939655972148,10.6939429155631
"Schwerin","Parchim","ParchimSchwerin","Schwabe",53,0,1,0,46.0232189639,1,0,1,146.143748381,71,-0.00910569105691057,39499,277,NA,NA,289.3,7.4,21.8,208,6511,1131,270,16483.9616192815,1020,683.561609154662,2863.36362945897,0.521276595744681,10.5840306341131,NA,NA,277,NA,-0.541370801228786,1189,39318,NA,3,NA,NA,10.5794377082676,NA,NA,NA,NA,-0.458239449099977,NA,39421,NA,0,NA,NA,10.5820539482185,NA,NA,NA,NA,0.261966529324991,1137,39583,NA,2,NA,NA,293.3,7,22.1,230,6158,911,196,15557.1836394412,980,495.162064522649,2301.49306520476,0.517857142857143,10.5861550121407,NA,NA,NA,NA,0.410948479236955,983,39611,NA,6,NA,NA,10.5868621364472,NA,NA,NA,NA,776,310,3,16,23,27,0,4085,0,11,66,784.829995696094,261.609998565365,10.5840306341131,10.5794377082676,10.5820539482185,10.5861550121407
"Neubrandenburg","Pasewalk","PasewalkNeubrandenburg","Schwabe",59,0,3,0,176.618550817,4,1,1,114.864967372,26,-0.0554989365473236,43534,216,NA,NA,302.8,8.7,26.8,218,6959,713,168,15985.2069646713,950,385.905269444572,1637.80033996417,0.515723270440252,10.6812975209748,0,18,216,195,-0.634529352688761,NA,43420,211,4,NA,0,10.6786754434323,0,13,211,191,-0.261864289980245,854,42955,210,0,NA,NA,10.6679083350722,3,12,210,190,-1.07093505297098,1181,42918,190,2,NA,2,307,8.1,27.1,239,7629,775,175,17775.7584230393,930,407.754322195815,1805.7691411529,0.51241134751773,10.6670465973364,1,8,190,177,-0.0861366546385753,887,42631,175,2,NA,0,10.6603369671431,3,7,175,166,735,3480,5,14,12,14,7,3657,2,8,40,7993.75200992328,1598.75040198466,10.6812975209748,10.6786754434323,10.6679083350722,10.6670465973364
"Schwerin","Perleberg","PerlebergSchwerin","Schwabe",53,0,3,0,18.2953481718,2,0,1,121.93872769,148,-0.0521874760285356,75336,231,NA,NA,289.3,7.4,21.8,208,6511,1131,270,8642.61442072847,1020,358.394393118828,1501.27429117553,0.521276595744681,11.2297133871899,NA,NA,231,NA,-0.580658783783784,1522,74967,243,12,NA,NA,11.22480329569,4,25,243,NA,-0.489805670595731,1527,74701,238,7,0,0,11.2212487579122,4,36,238,229,-0.354822788693692,1888,74263,241,5,1,2,293.3,7,22.1,230,6158,911,196,8292.15086920808,980,263.926854557451,1226.72124745836,0.517857142857143,11.2153681255146,4,48,241,232,-0.586337532295418,1252,74136,245,16,NA,NA,11.2136565232665,NA,NA,245,237,1236,1350,2,16,23,27,12,7425,2,40,66,1791.97196559414,895.985982797069,11.2297133871899,11.22480329569,11.2212487579122,11.2153681255146
"Dresden","Pirna","PirnaDresden","Schwabe",30,0,9,0,147.507040397,3,0,0,185.353869806,754,-0.0645567719110874,114800,461,NA,NA,912.4,6,7.9,205,20044,2795,1227,17459.9303135889,970,1068.81533101045,2434.66898954704,0.533535217586362,11.6509467628676,16,36,461,379,-1.29061658971118,2468,113699,461,9,NA,0,11.6413098846252,10,47,461,384,-0.959059233449477,NA,112940,459,9,NA,1,11.6346119832268,9,49,459,379,-0.667552045312624,NA,113039,455,18,NA,0,912.1,5.8,8.1,227,21568,3078,1445,19080.1404824883,970,1278.31987190262,2722.95402471713,0.528839078507953,11.6354881708932,10,42,455,381,0.0876571630954489,2179,112111,441,24,NA,2,11.6272447309188,4,44,441,368,2097,35000,15,48,51,54,49,6744,3,60,153,30487.8048780488,2032.52032520325,11.6509467628676,11.6413098846252,11.6346119832268,11.6354881708932
"Karl-Marx-Stadt","Plauen (Stadt)","Plauen (Stadt)Karl-Marx-Stadt","Schwabe",31,1,0,0,16.0018321777,1,0,1,242.814873431,1142,-0.0163408635683679,77913,NA,NA,NA,971.5,6,5.9,196,25058,2589,911,32161.5134829874,870,1169.25288462773,3322.93712217473,0.535546027208724,11.263348098552,NA,NA,NA,NA,-1.12187012195896,NA,77570,543,9,NA,0,11.2589360334849,33,123,543,405,-0.440234620666641,1046,77514,527,10,NA,NA,11.2582138441884,NA,NA,527,388,-0.0721928580636844,1279,77116,490,15,NA,NA,962.6,5.9,6,216,26486,2527,820,34345.6610820063,940,1063.33316043363,3276.88158099487,0.532388772607739,11.2530660607194,28,127,490,361,-0.513455633820987,NA,77593,483,17,NA,0,11.2592324959169,20,113,483,364,1042,2600,2,44,52,52,81,3367,0,51,148,3337.05543362468,1668.52771681234,11.263348098552,11.2589360334849,11.2582138441884,11.2530660607194
"Gera","Poessneck","PoessneckGera","Schwabe",50,0,4,0,27.4374806163,4,0,1,235.402532278,289,-0.0345094648871598,54312,NA,0,0,376.7,6.1,9.7,260,9016,1024,362,16600.3829724554,1050,666.51936956842,1885.40285756371,0.527890056588521,10.9025004759815,NA,NA,NA,NA,-0.585737296822375,NA,54031,98,7,0,0,10.897313234903,NA,NA,98,82,-0.517381057593165,NA,53800,102,4,0,0,10.8930287461499,NA,NA,102,84,-0.427532342544095,NA,53904,97,6,0,0,379.1,5.9,9.6,297,9145,1018,319,16965.3457999406,1100,591.792816859602,1888.54259424161,0.524554776038856,10.8949599656463,NA,NA,97,78,0.193308550185874,NA,53605,101,13,0,1,10.8893976262903,NA,NA,101,84,NA,35450,23,16,13,24,0,0,1,30,53,65271.0266607748,2837.87072438151,10.9025004759815,10.897313234903,10.8930287461499,10.8949599656463
"Potsdam","Potsdam","PotsdamPotsdam","Schwabe",35,0,3,0,120.485974747,11,0,1,35.7751236026,422,0.00391714582053632,98764,NA,NA,NA,538.2,7.5,16.2,213,11411,920,104,11553.8050301729,1180,105.30152687214,931.513506945851,0.523049487293803,11.5004884448665,NA,NA,NA,NA,-0.471622057400838,2557,98427,NA,18,NA,NA,11.4970704356461,NA,NA,NA,NA,-0.341217447652991,2382,98605,NA,18,NA,NA,11.4988772492442,NA,NA,NA,NA,0.180844686925336,2604,98934,NA,19,NA,NA,547.7,7.2,16.4,233,11051,1036,319,11170.0729779449,1130,322.437180342451,1047.16275496796,0.519415746348415,11.502208240129,NA,NA,NA,NA,0.333654479995943,2169,99696,NA,36,NA,NA,11.509880834784,NA,NA,NA,NA,2206,22000,13,36,65,55,0,11918,0,91,156,22275.3229921834,1713.48638401411,11.5004884448665,11.4970704356461,11.4988772492442,11.502208240129
"Potsdam","Potsdam (Stadt)","Potsdam (Stadt)Potsdam","Schwabe",7,1,1,1,121.38111781,1,0,1,27.904350392,708,0.114863863028023,137666,619,NA,NA,538.2,7.5,16.2,213,11411,920,104,8288.90212543402,1180,75.545160024988,668.284107913355,0.523049487293803,11.8325857406483,NA,NA,NA,NA,1.28308883035859,2681,139497,588,13,0,4,11.845798374636,NA,NA,NA,NA,1.33003065390147,2527,141231,619,16,2,9,11.8581521266866,NA,NA,NA,NA,1.24303748467709,3069,142191,623,28,7,8,547.7,7.2,16.4,233,11051,1036,319,7771.9405588258,1130,224.34612598547,728.597449908925,0.519415746348415,11.8649265032091,NA,NA,NA,NA,0.679737451409393,2388,142862,625,45,0,3,11.869634408331,NA,NA,NA,NA,2458,9850,5,36,65,55,0,13123,24,102,156,7154.99832928973,1430.99966585795,11.8325857406483,11.845798374636,11.8581521266866,11.8649265032091
"Neubrandenburg","Prenzlau","PrenzlauNeubrandenburg","Schwabe",35,0,1,0,154.004371738,1,0,1,92.7239585768,34,-0.022866092404072,44522,189,NA,NA,302.8,8.7,26.8,218,6959,713,168,15630.4748214366,950,377.34153901442,1601.45546022191,0.515723270440252,10.7037387280103,0,12,189,168,-0.317929428622604,978,44147,188,3,NA,0,10.6952802535535,0,11,188,167,-0.84228022101433,NA,43912,188,8,NA,NA,10.6899429102297,0,NA,188,169,-0.532312501415725,995,43802,182,2,NA,0,307,8.1,27.1,239,7629,775,175,17417.0129217844,930,399.525135838546,1769.3256015707,0.51241134751773,10.6874347574225,0,6,182,165,-0.250501002004008,1020,43673,154,9,NA,0,10.6844853411661,0,7,154,138,805,8150,17,14,12,14,0,3798,0,22,40,18305.5568033781,1076.79745902224,10.7037387280103,10.6952802535535,10.6899429102297,10.6874347574225
"Potsdam","Pritzwalk","PritzwalkPotsdam","Schwabe",64,0,5,0,41.6416181675,0,0,1,111.929866733,25,-0.0290979922085706,32575,176,NA,NA,538.2,7.5,16.2,213,11411,920,104,35029.9309286262,1180,319.263238679969,2824.25172678434,0.523049487293803,10.391300401993,1,15,176,175,-0.421850640418182,1116,32551,176,4,0,0,10.390563369131,1,12,176,175,-0.0736761320030698,813,32498,180,1,0,0,10.3889338279627,2,14,180,177,-0.162821418696814,939,32384,175,2,0,0,547.7,7.2,16.4,233,11051,1036,319,34124.8764822134,1130,985.054347826087,3199.11067193676,0.519415746348415,10.3854197526471,1,18,175,170,-0.350790817896486,654,32399,157,2,0,1,10.3858828371066,NA,11,157,153,632,3500,2,36,65,55,5,4154,1,9,156,10744.4359171144,5372.21795855718,10.391300401993,10.390563369131,10.3889338279627,10.3854197526471
"Halle","Quedlinburg","QuedlinburgHalle","Schwabe",50,0,6,0,30.4040210098,5,0,1,180.571758457,374,-0.0200685860468193,89150,NA,NA,NA,927.2,6.2,9.6,190,21290,3497,1068,23881.0992708918,960,1197.98093101514,3922.60235558048,0.527598844957797,11.3980756232913,9,43,NA,NA,-0.293025544669619,1845,88814,NA,10,0,1,11.3942995742113,NA,NA,NA,NA,-0.376892877173303,2499,88421,NA,3,NA,NA,11.3898647769747,3,25,NA,NA,-0.442497804400207,3368,88474,221,9,NA,NA,925.5,6.1,9.8,199,20420,3625,1202,23080.2269593327,940,1358.59122454054,4097.24890928408,0.524277846465101,11.3904640025219,9,31,221,205,0.0599405118693523,2693,88869,226,18,NA,NA,11.3949186542781,NA,NA,226,211,2434,12150,11,91,71,61,21,12839,1,40,223,13628.7156477846,1238.9741497986,11.3980756232913,11.3942995742113,11.3898647769747,11.3904640025219
"Potsdam","Rathenow","RathenowPotsdam","Schwabe",65,0,3,0,69.1046605956,6,0,1,70.4319819317,166,-0.0259287806381995,63761,234,NA,NA,538.2,7.5,16.2,213,11411,920,104,17896.5198161886,1180,163.10911058484,1442.88828594282,0.523049487293803,11.0628969971554,5,40,234,229,-0.421670753228905,1466,63607,203,5,0,0,11.0604788061648,5,46,203,195,-0.241526952212167,1168,63444,209,8,0,4,11.0579129060235,5,30,209,198,-0.256261103337683,1702,63432,214,5,0,1,547.7,7.2,16.4,233,11051,1036,319,17421.806028503,1130,502.900744103922,1633.24504981713,0.519415746348415,11.0577237449522,6,34,214,202,-0.0189143181388311,1080,63188,223,11,1,2,11.053869688689,NA,38,223,210,967,2650,4,36,65,55,21,6383,7,29,156,4156.14560624833,1039.03640156208,11.0628969971554,11.0604788061648,11.0579129060235,11.0577237449522
"Karl-Marx-Stadt","Reichenbach","ReichenbachKarl-Marx-Stadt","Schwabe",43,0,4,0,34.6570577621,2,0,1,225.474834633,208,-0.0692184582555348,56988,NA,NA,NA,971.5,6,5.9,196,25058,2589,911,43970.6604899277,870,1598.58215764722,4543.06169719941,0.535546027208724,10.9505959983371,NA,NA,NA,NA,-1.23910368611684,992,56313,223,2,NA,1,10.9386806933346,23,32,223,170,-1.18445988629185,902,55705,222,6,NA,NA,10.9278251884934,NA,NA,222,169,-1.07967964768348,1181,55858,221,5,NA,NA,962.6,5.9,6,216,26486,2527,820,47416.6636829102,940,1468.00816355759,4523.97149915858,0.532388772607739,10.930568035063,19,51,221,164,0.274661161475631,703,55832,227,8,NA,1,10.930102460697,12,39,227,163,1047,32900,18,44,52,52,54,4825,2,21,148,57731.4522355584,3207.30290197546,10.9505959983371,10.9386806933346,10.9278251884934,10.930568035063
"Rostock","Ribnitz-Damgarten","Ribnitz-DamgartenRostock","Schwabe",57,0,4,0,84.0186296466,3,0,1,201.089036277,51,-0.022823205319984,66410,291,NA,NA,458.3,7.9,14.5,202,10040,2581,663,15118.2050895949,1060,998.343622948351,3886.46288209607,0.518440111420613,11.1036029265348,NA,22,291,255,-0.392968562514999,1532,66242,279,2,NA,0,11.1010699818401,3,26,279,236,-0.25297394970637,1899,65971,270,3,NA,0,11.0969705305074,3,19,270,229,-0.409106005253465,1963,66135,272,3,NA,NA,468.5,7.4,14.6,233,10155,2531,564,15354.955772284,1030,852.801088682241,3827.02048839495,0.513134851138354,11.0994533864601,2,10,272,230,0.248594079216625,1675,65978,256,10,NA,NA,11.0970766321073,2,7,256,218,1451,5550,6,30,26,20,10,8520,0,18,76,8357.17512422828,1392.86252070471,11.1036029265348,11.1010699818401,11.0969705305074,11.0994533864601
"Dresden","Riesa","RiesaDresden","Schwabe",60,0,3,0,141.181365135,2,0,1,132.417090736,225,-0.0244565756823821,99227,560,NA,NA,912.4,6,7.9,205,20044,2795,1227,20200.1471373719,970,1236.55859796225,2816.77366039485,0.533535217586362,11.5051654336588,12,53,560,476,-0.605022488004728,1253,98975,577,4,NA,2,11.5026225719743,11,70,577,492,-0.253963135033811,1204,98769,576,4,NA,2,11.5005390693192,10,59,576,490,-0.208133367011872,1549,98282,562,10,NA,3,912.1,5.8,8.1,227,21568,3078,1445,21945.0153639527,970,1470.25905048737,3131.80439958487,0.528839078507953,11.4955961764484,7,53,562,482,-0.493069687857526,1050,98286,557,6,NA,1,11.4956368748327,4,36,557,481,1053,49050,20,48,51,54,44,6109,8,24,153,49432.1102119383,2471.60551059691,11.5051654336588,11.5026225719743,11.5005390693192,11.4955961764484
"Karl-Marx-Stadt","Rochlitz","RochlitzKarl-Marx-Stadt","Schwabe",58,0,4,0,91.8421497621,3,0,1,172.169757805,258,-0.0621559460070885,51196,NA,NA,NA,971.5,6,5.9,196,25058,2589,911,48945.2300961013,870,1779.43589342917,5057.03570591452,0.535546027208724,10.8434166829757,NA,NA,NA,NA,-0.967192819560508,NA,50779,148,0,NA,0,10.8352381622723,8,34,148,122,-0.814516759121806,NA,50415,146,6,NA,NA,10.8280440288273,NA,NA,146,118,-0.71683176116111,NA,50055,146,7,NA,NA,962.6,5.9,6,216,26486,2527,820,52913.7948256917,940,1638.19798221956,5048.44670862052,0.532388772607739,10.8208776798536,15,40,146,121,-0.714073192502231,NA,49747,144,5,NA,1,10.814705439261,11,40,144,121,NA,0,1,44,52,52,34,0,1,18,148,0,0,10.8434166829757,10.8352381622723,10.8280440288273,10.8208776798536
